,Gender,Marital_Status,Number_of_Dependents,Education,Loan_Status,Annual_Income,Credit_Score,Loan_Amount,Term,Property_Area,Loan_Approval
8665,Male,No,0,Graduate,No,10392.0,4067.0,2190.0,180,Semiurban,Yes
8666,Male,No,1,Not Graduate,Yes,9947.0,4491.0,8647.0,180,Rural,No
8667,Male,Yes,2,Graduate,No,10247.0,4411.0,5680.0,180,Urban,No
8668,Male,No,1,Graduate,Yes,9682.0,579.0,957.0,180,Rural,Yes
8669,Female,Yes,2,Graduate,Yes,5702.0,1099.0,2464.0,360,Semiurban,Yes
8670,Female,Yes,3,Not Graduate,No,3260.0,4413.0,3330.0,180,Semiurban,No
8671,Male,Yes,3,Not Graduate,No,3658.0,1526.0,6447.0,180,Semiurban,Yes
8672,Male,No,1,Graduate,No,6196.0,2953.0,4348.0,360,Semiurban,No
8673,Male,Yes,1,Graduate,Yes,4326.0,2752.0,7082.0,180,Semiurban,No
8674,Male,No,2,Not Graduate,No,11411.0,4153.0,4072.0,360,Urban,Yes
8675,Male,Yes,0,Graduate,Yes,11316.0,2384.0,5021.0,360,Rural,Yes
8676,Male,No,0,Not Graduate,Yes,8557.0,2885.0,1509.0,360,Semiurban,Yes
8677,Female,No,3,Not Graduate,No,5432.0,3396.0,4450.0,360,Urban,No
8678,Female,No,1,Not Graduate,Yes,9091.0,4792.0,6608.0,360,Rural,Yes
8679,Female,No,1,Graduate,No,9059.0,4423.0,5021.0,360,Semiurban,Yes
8680,Male,Yes,3,Not Graduate,No,5990.0,2104.0,7196.0,360,Rural,Yes
8681,Male,No,2,Not Graduate,No,7049.0,3571.0,1826.0,360,Semiurban,No
8682,Male,Yes,3,Graduate,No,9989.0,1061.0,7869.0,360,Urban,No
8683,Female,Yes,3,Graduate,No,6008.0,3131.0,6286.0,180,Urban,No
8684,Male,Yes,1,Graduate,Yes,6669.0,620.0,7936.0,180,Semiurban,No
8685,Female,Yes,0,Graduate,No,6451.0,728.0,2348.0,360,Rural,No
8686,Female,Yes,0,Graduate,No,7373.0,3617.0,9173.0,360,Rural,No
8687,Male,Yes,1,Graduate,No,2779.0,218.0,9046.0,180,Semiurban,Yes
8688,Male,No,1,Graduate,Yes,3274.0,3980.0,227.0,360,Rural,No
8689,Female,No,3,Graduate,No,3116.0,4477.0,6481.0,180,Rural,No
8690,Female,No,0,Graduate,No,3148.0,1985.0,8826.0,180,Urban,No
8691,Female,No,1,Not Graduate,No,3266.0,1700.0,5290.0,180,Rural,No
8692,Female,Yes,3,Not Graduate,Yes,9128.0,2620.0,3374.0,180,Semiurban,No
8693,Female,No,0,Not Graduate,No,5489.0,1291.0,6055.0,360,Urban,Yes
8694,Female,No,1,Not Graduate,Yes,6669.0,2887.0,5021.0,180,Semiurban,Yes
8695,Male,No,0,Graduate,Yes,6669.0,3068.0,1281.0,180,Urban,Yes
8696,Female,Yes,2,Graduate,Yes,9332.0,1205.0,1971.0,360,Rural,Yes
8697,Male,No,0,Graduate,Yes,8822.0,3347.0,560.0,360,Urban,Yes
8698,Male,Yes,3,Graduate,Yes,8438.0,2627.0,3433.0,360,Urban,No
8699,Male,Yes,2,Not Graduate,No,5733.0,2627.0,999.0,180,Rural,No
8700,Female,No,0,Not Graduate,No,5213.0,1179.0,8983.0,360,Rural,Yes
8701,Male,No,0,Graduate,Yes,6669.0,975.0,318.0,360,Rural,Yes
8702,Male,Yes,0,Graduate,Yes,11095.0,3142.0,5021.0,180,Semiurban,Yes
8703,Male,Yes,3,Not Graduate,Yes,1852.0,2651.0,5021.0,180,Semiurban,Yes
8704,Female,No,2,Not Graduate,No,8526.0,2627.0,7140.0,360,Urban,No
8705,Female,No,0,Not Graduate,No,9171.0,3660.0,3464.0,180,Urban,Yes
8706,Male,No,1,Not Graduate,Yes,10058.0,880.0,1753.0,180,Rural,No
8707,Female,No,3,Graduate,Yes,7618.0,4314.0,8551.0,180,Semiurban,Yes
8708,Female,Yes,1,Not Graduate,No,8338.0,2600.0,7391.0,360,Semiurban,No
8709,Male,No,3,Not Graduate,No,3676.0,1042.0,1467.0,180,Urban,Yes
8710,Female,No,0,Graduate,No,6669.0,628.0,6190.0,180,Urban,No
8711,Male,Yes,2,Not Graduate,Yes,6126.0,4572.0,5021.0,180,Urban,Yes
8712,Female,Yes,1,Graduate,Yes,6988.0,2102.0,1910.0,180,Urban,Yes
8713,Female,Yes,0,Not Graduate,No,10902.0,1326.0,5393.0,180,Urban,No
8714,Female,Yes,0,Not Graduate,No,8323.0,2963.0,4502.0,180,Semiurban,No
8715,Female,Yes,3,Not Graduate,Yes,11392.0,2798.0,4846.0,180,Semiurban,Yes
8716,Female,No,0,Not Graduate,No,5077.0,2137.0,9190.0,180,Semiurban,Yes
8717,Female,No,3,Graduate,No,3595.0,4604.0,7061.0,360,Semiurban,No
8718,Male,No,2,Not Graduate,Yes,4323.0,3947.0,5980.0,180,Rural,No
8719,Male,No,1,Graduate,Yes,11890.0,2410.0,6446.0,360,Semiurban,No
8720,Male,No,0,Not Graduate,No,8684.0,1024.0,6571.0,180,Rural,Yes
8721,Female,Yes,1,Not Graduate,Yes,10291.0,2980.0,7723.0,360,Rural,No
8722,Male,No,0,Not Graduate,No,5443.0,2627.0,1595.0,180,Semiurban,Yes
8723,Male,No,2,Not Graduate,Yes,11661.0,1830.0,3258.0,180,Rural,Yes
8724,Male,Yes,2,Not Graduate,No,5753.0,2627.0,9847.0,360,Urban,Yes
8725,Female,Yes,0,Graduate,Yes,6912.0,4033.0,3862.0,360,Urban,No
8726,Male,Yes,3,Graduate,No,1663.0,3605.0,4256.0,360,Urban,No
8727,Male,No,2,Not Graduate,No,8950.0,3698.0,4061.0,180,Semiurban,Yes
8728,Male,Yes,2,Graduate,No,6669.0,3963.0,6239.0,180,Semiurban,Yes
8729,Male,No,1,Not Graduate,Yes,2923.0,2876.0,5862.0,360,Rural,Yes
8730,Male,Yes,2,Not Graduate,Yes,9833.0,1066.0,1348.0,360,Urban,No
8731,Male,No,2,Not Graduate,No,11521.0,2030.0,5167.0,180,Rural,No
8732,Male,Yes,0,Not Graduate,No,10516.0,1878.0,2416.0,360,Semiurban,No
8733,Male,Yes,1,Not Graduate,Yes,5808.0,4519.0,5044.0,180,Rural,No
8734,Male,No,2,Not Graduate,Yes,5759.0,4070.0,3470.0,180,Semiurban,No
8735,Female,No,3,Graduate,No,4402.0,4256.0,7748.0,180,Urban,Yes
8736,Female,Yes,0,Not Graduate,Yes,10526.0,2627.0,2027.0,360,Urban,No
8737,Male,Yes,1,Not Graduate,No,9008.0,3112.0,5021.0,360,Rural,Yes
8738,Male,Yes,0,Graduate,No,7527.0,2276.0,3665.0,180,Semiurban,No
8739,Female,Yes,1,Not Graduate,No,5879.0,2627.0,5021.0,360,Rural,Yes
8740,Male,No,1,Not Graduate,Yes,5353.0,1307.0,1799.0,360,Semiurban,No
8741,Female,Yes,3,Graduate,Yes,4934.0,3800.0,5021.0,360,Rural,No
8742,Male,Yes,2,Graduate,Yes,4191.0,2627.0,1641.0,180,Semiurban,No
8743,Male,No,3,Not Graduate,Yes,2222.0,4733.0,9015.0,180,Rural,No
8744,Female,No,3,Graduate,No,9190.0,3689.0,9542.0,360,Semiurban,No
8745,Female,Yes,3,Not Graduate,No,6669.0,496.0,996.0,180,Semiurban,Yes
8746,Female,No,0,Graduate,No,8630.0,1750.0,4341.0,180,Rural,Yes
8747,Female,Yes,0,Graduate,No,7710.0,135.0,2670.0,360,Urban,No
8748,Male,Yes,0,Not Graduate,Yes,3432.0,1811.0,953.0,180,Rural,No
8749,Male,Yes,2,Not Graduate,No,9024.0,3377.0,2207.0,180,Urban,No
8750,Female,No,2,Graduate,No,7987.0,3782.0,9961.0,360,Urban,Yes
8751,Female,No,1,Graduate,Yes,7806.0,3114.0,7351.0,180,Rural,No
8752,Female,Yes,1,Graduate,No,2208.0,598.0,7003.0,360,Semiurban,Yes
8753,Female,Yes,1,Graduate,No,9067.0,2477.0,4245.0,360,Rural,Yes
8754,Male,Yes,2,Graduate,Yes,11478.0,3908.0,242.0,180,Urban,Yes
8755,Male,No,2,Graduate,No,5048.0,1067.0,4966.0,360,Semiurban,No
8756,Male,No,3,Graduate,No,8671.0,3050.0,8648.0,180,Urban,No
8757,Female,Yes,1,Not Graduate,No,8779.0,1688.0,8080.0,360,Rural,No
8758,Male,Yes,3,Not Graduate,No,10890.0,4296.0,7864.0,360,Rural,No
8759,Female,No,2,Graduate,Yes,6380.0,3251.0,6947.0,360,Rural,Yes
8760,Female,Yes,2,Graduate,Yes,5176.0,3247.0,3787.0,360,Urban,Yes
8761,Male,No,3,Graduate,No,7468.0,1280.0,5021.0,360,Semiurban,Yes
8762,Female,No,1,Graduate,No,10501.0,743.0,8453.0,360,Semiurban,No
8763,Male,Yes,0,Not Graduate,No,3402.0,3394.0,6819.0,360,Semiurban,Yes
8764,Female,Yes,2,Graduate,No,6669.0,2208.0,5021.0,180,Rural,No
8765,Male,Yes,2,Graduate,No,2239.0,2482.0,8522.0,180,Rural,Yes
8766,Male,No,2,Not Graduate,No,6218.0,4879.0,8540.0,180,Semiurban,Yes
8767,Female,No,0,Graduate,Yes,6669.0,3495.0,3895.0,180,Semiurban,Yes
8768,Male,Yes,2,Graduate,No,2919.0,2627.0,9386.0,180,Rural,Yes
8769,Male,No,0,Graduate,Yes,9000.0,2375.0,5651.0,180,Semiurban,No
8770,Female,Yes,0,Not Graduate,Yes,3128.0,1264.0,4210.0,360,Semiurban,No
8771,Female,Yes,0,Graduate,No,8149.0,526.0,6980.0,360,Rural,Yes
8772,Male,Yes,2,Graduate,No,2039.0,3410.0,274.0,360,Rural,Yes
8773,Female,No,2,Not Graduate,No,3077.0,73.0,7406.0,180,Urban,No
8774,Female,Yes,3,Not Graduate,Yes,4579.0,1517.0,6004.0,360,Rural,No
8775,Female,Yes,1,Graduate,No,5329.0,805.0,6590.0,360,Semiurban,Yes
8776,Male,No,0,Not Graduate,No,2434.0,265.0,7890.0,180,Semiurban,Yes
8777,Female,Yes,0,Graduate,No,11371.0,1847.0,8738.0,180,Urban,Yes
8778,Male,No,0,Not Graduate,Yes,7472.0,2096.0,2439.0,180,Urban,Yes
8779,Female,No,3,Not Graduate,No,7120.0,490.0,1344.0,180,Semiurban,Yes
8780,Female,Yes,2,Not Graduate,Yes,2032.0,614.0,2584.0,360,Urban,Yes
8781,Male,No,2,Graduate,Yes,6669.0,1859.0,5687.0,360,Urban,Yes
8782,Female,No,2,Not Graduate,Yes,2620.0,2627.0,3246.0,180,Rural,Yes
8783,Female,No,0,Graduate,No,1729.0,2119.0,4136.0,180,Urban,No
8784,Female,Yes,2,Not Graduate,No,3358.0,1994.0,1851.0,360,Rural,No
8785,Male,Yes,0,Not Graduate,Yes,1965.0,2627.0,1940.0,360,Semiurban,No
8786,Female,Yes,3,Graduate,Yes,9093.0,919.0,3917.0,360,Rural,Yes
8787,Male,Yes,1,Not Graduate,No,7831.0,2627.0,111.0,360,Semiurban,Yes
8788,Male,No,2,Graduate,No,6800.0,3990.0,5205.0,360,Rural,Yes
8789,Female,Yes,0,Graduate,No,9254.0,3011.0,5021.0,180,Rural,Yes
8790,Male,Yes,1,Graduate,Yes,2398.0,795.0,599.0,360,Rural,No
8791,Female,No,3,Not Graduate,Yes,7616.0,4247.0,9396.0,360,Semiurban,No
8792,Male,Yes,0,Graduate,Yes,4153.0,4572.0,5217.0,360,Rural,Yes
8793,Male,No,2,Not Graduate,No,9104.0,897.0,643.0,360,Semiurban,Yes
8794,Male,No,1,Graduate,No,6208.0,4862.0,5430.0,180,Urban,No
8795,Female,No,3,Graduate,No,6085.0,612.0,4433.0,360,Semiurban,No
8796,Male,Yes,1,Not Graduate,No,8346.0,4713.0,2279.0,360,Semiurban,Yes
8797,Male,No,3,Graduate,Yes,11844.0,3645.0,5021.0,360,Rural,Yes
8798,Female,Yes,3,Graduate,Yes,8074.0,2183.0,8277.0,180,Semiurban,Yes
8799,Male,Yes,2,Not Graduate,Yes,6627.0,2627.0,384.0,180,Semiurban,No
8800,Female,Yes,2,Not Graduate,No,6920.0,2348.0,7762.0,360,Semiurban,Yes
8801,Male,No,0,Graduate,Yes,6832.0,1959.0,5367.0,180,Rural,Yes
8802,Female,Yes,0,Not Graduate,Yes,5293.0,3828.0,4548.0,180,Semiurban,No
8803,Male,Yes,3,Graduate,Yes,10669.0,3329.0,9049.0,180,Semiurban,No
8804,Male,Yes,0,Graduate,Yes,5455.0,4345.0,7116.0,180,Urban,No
8805,Female,No,0,Graduate,Yes,6107.0,2627.0,4562.0,360,Semiurban,Yes
8806,Male,Yes,0,Graduate,Yes,8376.0,3513.0,5969.0,180,Semiurban,No
8807,Female,Yes,2,Not Graduate,Yes,7652.0,1947.0,5113.0,360,Rural,No
8808,Female,Yes,1,Not Graduate,No,5743.0,3260.0,7372.0,180,Semiurban,No
8809,Male,Yes,2,Not Graduate,Yes,3377.0,1406.0,15.0,360,Urban,Yes
8810,Female,Yes,0,Graduate,No,5154.0,3299.0,1877.0,180,Urban,Yes
8811,Female,No,0,Graduate,No,2873.0,2627.0,6441.0,180,Semiurban,No
8812,Female,No,1,Graduate,No,8943.0,1262.0,5021.0,180,Rural,Yes
8813,Female,No,0,Graduate,No,7172.0,4619.0,2458.0,180,Semiurban,Yes
8814,Female,No,2,Graduate,No,3953.0,420.0,1709.0,180,Rural,Yes
8815,Female,No,0,Graduate,Yes,8376.0,3591.0,4671.0,180,Rural,No
8816,Male,No,0,Graduate,No,5436.0,3510.0,3165.0,360,Semiurban,Yes
8817,Female,Yes,0,Not Graduate,No,10786.0,2627.0,9977.0,360,Rural,Yes
8818,Female,No,3,Not Graduate,Yes,6669.0,2627.0,9204.0,180,Rural,Yes
8819,Male,No,2,Not Graduate,No,9333.0,1867.0,3098.0,180,Urban,No
8820,Female,No,2,Not Graduate,Yes,9220.0,2627.0,6330.0,180,Semiurban,No
8821,Female,No,2,Not Graduate,Yes,6669.0,2464.0,4646.0,360,Semiurban,Yes
8822,Male,Yes,0,Not Graduate,No,10166.0,3655.0,2677.0,360,Semiurban,No
8823,Female,Yes,1,Graduate,No,8822.0,2077.0,5934.0,360,Urban,No
8824,Female,Yes,0,Not Graduate,Yes,1921.0,1042.0,1138.0,360,Urban,Yes
8825,Female,No,1,Not Graduate,No,7888.0,728.0,4301.0,180,Rural,No
8826,Female,No,3,Graduate,Yes,11272.0,2627.0,8398.0,180,Semiurban,Yes
8827,Male,No,3,Not Graduate,No,2764.0,1730.0,7990.0,180,Rural,No
8828,Female,No,2,Graduate,No,4690.0,1723.0,175.0,360,Urban,No
8829,Female,Yes,0,Not Graduate,Yes,6669.0,4233.0,2720.0,360,Semiurban,Yes
8830,Female,No,2,Not Graduate,Yes,4860.0,2501.0,8040.0,360,Semiurban,Yes
8831,Female,No,3,Graduate,Yes,2051.0,4686.0,6154.0,180,Semiurban,Yes
8832,Male,Yes,3,Not Graduate,No,5402.0,570.0,5165.0,180,Rural,Yes
8833,Male,No,2,Graduate,Yes,11245.0,799.0,1441.0,360,Urban,No
8834,Female,No,0,Graduate,No,7155.0,2265.0,3704.0,180,Urban,Yes
8835,Female,No,1,Not Graduate,No,11691.0,1521.0,1980.0,360,Semiurban,Yes
8836,Male,Yes,1,Graduate,Yes,10578.0,1006.0,3105.0,360,Semiurban,Yes
8837,Female,Yes,2,Graduate,No,6669.0,3757.0,9776.0,180,Rural,No
8838,Male,Yes,3,Not Graduate,Yes,8305.0,4867.0,5064.0,180,Urban,No
8839,Male,Yes,3,Graduate,No,8763.0,2627.0,5877.0,360,Semiurban,Yes
8840,Female,No,3,Not Graduate,Yes,3287.0,2627.0,7473.0,360,Rural,Yes
8841,Female,No,3,Graduate,No,4235.0,60.0,7064.0,360,Rural,Yes
8842,Male,No,1,Not Graduate,No,5276.0,3593.0,6083.0,360,Urban,No
8843,Female,Yes,2,Graduate,No,2271.0,1404.0,5324.0,180,Rural,No
8844,Male,Yes,3,Not Graduate,Yes,7180.0,3869.0,3446.0,360,Urban,Yes
8845,Male,Yes,1,Not Graduate,Yes,10986.0,3823.0,5021.0,180,Urban,No
8846,Female,Yes,1,Graduate,Yes,10541.0,4161.0,4714.0,180,Rural,Yes
8847,Female,No,1,Not Graduate,No,11275.0,1664.0,7504.0,360,Semiurban,Yes
8848,Female,Yes,1,Not Graduate,No,4566.0,303.0,3312.0,360,Urban,No
8849,Male,No,1,Graduate,Yes,5373.0,2196.0,9504.0,360,Semiurban,No
8850,Female,No,3,Not Graduate,Yes,6669.0,1671.0,3146.0,180,Urban,Yes
8851,Male,No,3,Graduate,Yes,6669.0,1652.0,2461.0,180,Semiurban,No
8852,Male,No,2,Not Graduate,No,8443.0,3854.0,5021.0,180,Semiurban,Yes
8853,Female,No,1,Graduate,Yes,8883.0,3202.0,9064.0,360,Urban,No
8854,Male,No,0,Graduate,No,11256.0,3246.0,3852.0,180,Urban,No
8855,Male,Yes,2,Graduate,No,6669.0,1116.0,9838.0,360,Rural,No
8856,Female,Yes,0,Graduate,No,9348.0,2671.0,8359.0,180,Rural,No
8857,Male,Yes,0,Not Graduate,Yes,3521.0,753.0,501.0,360,Semiurban,No
8858,Male,Yes,0,Not Graduate,Yes,3735.0,1202.0,5021.0,180,Semiurban,No
8859,Female,No,2,Graduate,Yes,10936.0,2964.0,6832.0,360,Rural,Yes
8860,Male,Yes,2,Graduate,No,7784.0,1657.0,9463.0,180,Semiurban,Yes
8861,Male,Yes,0,Graduate,No,10846.0,2627.0,5584.0,180,Semiurban,Yes
8862,Male,No,3,Not Graduate,No,11203.0,4895.0,5366.0,180,Semiurban,Yes
8863,Male,No,2,Graduate,No,8636.0,1203.0,6689.0,360,Semiurban,Yes
8864,Male,Yes,3,Not Graduate,Yes,6669.0,1001.0,9210.0,180,Rural,Yes
8865,Female,Yes,2,Not Graduate,Yes,8976.0,1196.0,3659.0,180,Semiurban,Yes
8866,Female,Yes,2,Not Graduate,Yes,8492.0,4427.0,7769.0,360,Semiurban,Yes
8867,Male,Yes,0,Graduate,No,6113.0,4839.0,8132.0,360,Rural,Yes
8868,Male,Yes,2,Not Graduate,No,4350.0,2627.0,3512.0,180,Rural,No
8869,Male,Yes,0,Not Graduate,Yes,11950.0,749.0,9881.0,360,Semiurban,No
8870,Female,No,3,Graduate,No,6102.0,104.0,3849.0,360,Semiurban,Yes
8871,Female,No,1,Graduate,Yes,11397.0,685.0,622.0,360,Urban,Yes
8872,Male,No,0,Graduate,No,8197.0,616.0,5583.0,180,Semiurban,No
8873,Male,No,1,Not Graduate,No,9389.0,4530.0,6676.0,180,Rural,No
8874,Male,No,3,Not Graduate,Yes,7304.0,1052.0,6874.0,180,Rural,Yes
8875,Female,No,3,Not Graduate,No,4715.0,3051.0,341.0,180,Rural,Yes
8876,Male,No,0,Graduate,No,6279.0,1932.0,9620.0,180,Rural,Yes
8877,Male,No,2,Not Graduate,Yes,8171.0,1544.0,5311.0,360,Rural,No
8878,Female,No,1,Not Graduate,No,9464.0,197.0,4972.0,360,Rural,Yes
8879,Female,Yes,1,Graduate,Yes,8460.0,1191.0,5021.0,180,Urban,No
8880,Male,Yes,1,Not Graduate,No,8895.0,441.0,4296.0,360,Semiurban,Yes
8881,Male,Yes,3,Graduate,No,9118.0,3152.0,8472.0,180,Semiurban,No
8882,Female,Yes,3,Not Graduate,No,6492.0,1539.0,1180.0,180,Semiurban,No
8883,Female,No,0,Not Graduate,No,5339.0,2627.0,1059.0,180,Rural,Yes
8884,Male,Yes,1,Not Graduate,No,9474.0,741.0,4754.0,360,Rural,No
8885,Male,Yes,3,Graduate,No,6740.0,430.0,968.0,360,Semiurban,No
8886,Female,No,0,Not Graduate,No,11916.0,4187.0,384.0,180,Rural,Yes
8887,Male,No,1,Graduate,No,7238.0,4203.0,9890.0,180,Semiurban,No
8888,Female,Yes,3,Graduate,No,10573.0,2430.0,1120.0,360,Urban,Yes
8889,Male,Yes,0,Not Graduate,No,4553.0,2627.0,8528.0,180,Urban,No
8890,Male,Yes,2,Graduate,Yes,2238.0,3938.0,1552.0,360,Semiurban,No
8891,Female,No,3,Graduate,Yes,11694.0,808.0,3597.0,360,Urban,Yes
8892,Female,No,3,Graduate,Yes,10299.0,3183.0,8767.0,360,Semiurban,No
8893,Male,No,0,Graduate,Yes,8398.0,2627.0,8575.0,180,Urban,Yes
8894,Male,No,3,Graduate,No,3003.0,2627.0,5021.0,180,Urban,No
8895,Male,Yes,1,Not Graduate,No,8239.0,343.0,8166.0,360,Rural,Yes
8896,Female,No,1,Graduate,No,8615.0,965.0,2445.0,180,Rural,No
8897,Male,Yes,1,Not Graduate,Yes,5444.0,3644.0,4718.0,360,Semiurban,No
8898,Female,Yes,2,Graduate,No,2791.0,1433.0,9964.0,180,Rural,Yes
8899,Female,No,2,Graduate,Yes,2262.0,779.0,6035.0,180,Urban,No
8900,Female,No,3,Not Graduate,No,2084.0,2627.0,8587.0,360,Urban,No
8901,Male,No,2,Not Graduate,No,7611.0,3000.0,1480.0,180,Urban,No
8902,Female,No,3,Graduate,No,10695.0,4151.0,1517.0,180,Urban,No
8903,Female,No,1,Not Graduate,No,11946.0,974.0,2694.0,360,Urban,Yes
8904,Male,Yes,1,Not Graduate,No,7348.0,4453.0,2361.0,180,Urban,Yes
8905,Male,No,2,Not Graduate,Yes,6963.0,2007.0,6988.0,360,Semiurban,No
8906,Female,Yes,1,Not Graduate,No,7172.0,2627.0,3933.0,360,Urban,No
8907,Male,No,1,Graduate,Yes,4180.0,1044.0,4521.0,180,Rural,Yes
8908,Female,No,1,Graduate,Yes,8117.0,4016.0,9320.0,360,Semiurban,Yes
8909,Female,Yes,2,Graduate,Yes,7153.0,1500.0,1279.0,360,Urban,No
8910,Female,Yes,2,Not Graduate,Yes,10419.0,593.0,5167.0,180,Semiurban,Yes
8911,Male,Yes,0,Not Graduate,No,5722.0,1878.0,4867.0,360,Semiurban,Yes
8912,Female,No,3,Not Graduate,No,10709.0,37.0,8196.0,180,Semiurban,Yes
8913,Female,Yes,1,Graduate,No,4378.0,3737.0,2862.0,360,Urban,No
8914,Female,Yes,3,Graduate,No,9207.0,169.0,9917.0,360,Rural,Yes
8915,Female,No,3,Graduate,No,9801.0,2627.0,2459.0,360,Rural,Yes
8916,Male,Yes,2,Graduate,Yes,6157.0,1962.0,4154.0,180,Rural,Yes
8917,Female,No,0,Not Graduate,Yes,5876.0,4085.0,3306.0,180,Semiurban,No
8918,Female,Yes,2,Not Graduate,No,9357.0,4989.0,5458.0,180,Urban,Yes
8919,Female,No,3,Graduate,No,3982.0,1702.0,5693.0,360,Rural,No
8920,Female,No,3,Graduate,Yes,3135.0,563.0,3800.0,360,Semiurban,No
8921,Female,No,3,Graduate,Yes,4412.0,1322.0,2415.0,180,Semiurban,Yes
8922,Male,No,2,Graduate,No,8930.0,809.0,5021.0,180,Urban,No
8923,Female,Yes,3,Not Graduate,Yes,2267.0,1706.0,1022.0,360,Urban,No
8924,Female,No,3,Graduate,No,9283.0,2358.0,9154.0,180,Rural,No
8925,Female,No,1,Not Graduate,No,7270.0,4176.0,1040.0,360,Urban,No
8926,Female,Yes,0,Not Graduate,No,7748.0,4178.0,7985.0,360,Rural,No
8927,Female,Yes,1,Not Graduate,No,9947.0,1268.0,6059.0,180,Urban,No
8928,Female,Yes,2,Graduate,Yes,9930.0,1631.0,5423.0,360,Urban,No
8929,Female,Yes,3,Graduate,Yes,6669.0,2627.0,9069.0,360,Rural,Yes
8930,Female,No,3,Graduate,Yes,5198.0,2569.0,3199.0,180,Rural,No
8931,Male,No,1,Graduate,Yes,2479.0,1592.0,2796.0,180,Semiurban,Yes
8932,Male,Yes,1,Graduate,Yes,1677.0,4657.0,546.0,180,Rural,No
8933,Male,No,0,Graduate,No,10002.0,617.0,846.0,180,Urban,Yes
8934,Male,No,0,Graduate,Yes,6084.0,4439.0,6171.0,360,Rural,No
8935,Female,No,2,Graduate,No,5491.0,2627.0,5646.0,180,Urban,Yes
8936,Female,Yes,1,Not Graduate,No,4138.0,4661.0,5021.0,180,Rural,Yes
8937,Female,Yes,3,Not Graduate,No,4968.0,746.0,3387.0,180,Urban,No
8938,Female,Yes,1,Graduate,No,6669.0,2627.0,7787.0,360,Semiurban,Yes
8939,Female,Yes,1,Not Graduate,No,2685.0,3909.0,6071.0,360,Rural,Yes
8940,Female,No,0,Not Graduate,No,4882.0,273.0,3509.0,180,Rural,Yes
8941,Female,Yes,1,Not Graduate,No,6001.0,2577.0,3093.0,360,Rural,Yes
8942,Male,No,3,Graduate,No,7669.0,3348.0,5021.0,180,Semiurban,No
8943,Female,No,3,Graduate,No,6375.0,3622.0,479.0,360,Rural,Yes
8944,Female,Yes,0,Not Graduate,No,10119.0,4075.0,535.0,180,Rural,No
8945,Female,Yes,0,Graduate,No,7792.0,2627.0,6639.0,360,Urban,No
8946,Female,Yes,2,Graduate,No,6669.0,87.0,2141.0,360,Urban,Yes
8947,Female,No,2,Graduate,No,11528.0,1775.0,600.0,180,Urban,Yes
8948,Male,Yes,1,Graduate,Yes,11805.0,3993.0,1106.0,360,Rural,Yes
8949,Male,Yes,2,Not Graduate,Yes,2680.0,3088.0,9570.0,180,Rural,No
8950,Female,Yes,3,Graduate,Yes,7465.0,2627.0,2526.0,180,Semiurban,Yes
8951,Female,No,0,Not Graduate,No,1702.0,3466.0,6395.0,360,Urban,No
8952,Female,Yes,3,Graduate,Yes,7336.0,1414.0,8511.0,180,Urban,Yes
8953,Female,No,3,Not Graduate,No,5370.0,240.0,2356.0,360,Urban,Yes
8954,Male,Yes,0,Graduate,No,8013.0,4817.0,2379.0,360,Rural,No
8955,Male,No,0,Not Graduate,No,10759.0,4174.0,7241.0,360,Semiurban,Yes
8956,Male,Yes,1,Graduate,No,5541.0,2279.0,2966.0,360,Semiurban,Yes
8957,Female,No,3,Not Graduate,Yes,6947.0,598.0,7456.0,360,Semiurban,Yes
8958,Female,Yes,3,Not Graduate,Yes,10115.0,2655.0,9827.0,360,Semiurban,No
8959,Male,No,1,Not Graduate,No,11039.0,4817.0,8366.0,360,Urban,No
8960,Female,No,2,Graduate,No,4313.0,1081.0,5021.0,360,Urban,No
8961,Female,No,1,Not Graduate,No,7708.0,4852.0,4613.0,360,Semiurban,No
8962,Female,Yes,0,Not Graduate,Yes,6819.0,2420.0,8806.0,360,Urban,No
8963,Male,No,0,Not Graduate,No,3171.0,2652.0,9945.0,180,Semiurban,Yes
8964,Female,Yes,1,Graduate,Yes,11813.0,3025.0,317.0,360,Rural,Yes
8965,Female,Yes,1,Graduate,No,9244.0,181.0,4718.0,180,Rural,No
8966,Male,No,1,Graduate,No,7219.0,50.0,5079.0,180,Semiurban,No
8967,Male,No,1,Not Graduate,No,11448.0,158.0,7439.0,180,Semiurban,Yes
8968,Female,No,3,Graduate,No,8130.0,1319.0,5021.0,360,Semiurban,Yes
8969,Male,No,1,Not Graduate,No,2178.0,2627.0,3132.0,180,Rural,Yes
8970,Male,Yes,2,Not Graduate,Yes,4984.0,2908.0,9764.0,360,Rural,Yes
8971,Female,Yes,3,Not Graduate,No,3757.0,1489.0,2105.0,180,Rural,Yes
8972,Male,No,2,Graduate,Yes,9563.0,4910.0,4751.0,360,Rural,Yes
8973,Male,No,0,Graduate,No,8255.0,586.0,9401.0,360,Semiurban,Yes
8974,Female,Yes,1,Graduate,No,10889.0,3045.0,659.0,180,Rural,Yes
8975,Male,No,3,Not Graduate,No,2246.0,3860.0,1937.0,180,Urban,Yes
8976,Female,Yes,2,Not Graduate,No,3489.0,2627.0,3187.0,180,Semiurban,No
8977,Male,No,0,Not Graduate,No,6669.0,641.0,8605.0,180,Rural,Yes
8978,Male,No,1,Not Graduate,Yes,7213.0,2756.0,594.0,360,Semiurban,Yes
